schema_name,table_name,description
wise,prelim_2band_p1bl_lod,WISE Preliminary Post-Cryo Single Exposure (L1b) Scan Inventory Table (<a href='/applications/Gator/superseded.html' target='doc'>Superseded</a>)
wise,prelim_2band_p1bm_frm,WISE Preliminary Post-Cryo Single Exposure (L1b) Image Inventory Table (<a href='/applications/Gator/superseded.html' target='doc'>Superseded</a>)
wise,prelim_2band_p1bs_frm,WISE Preliminary Post-Cryo Single Exposure (L1b) Frame Metadata Table (<a href='/applications/Gator/superseded.html' target='doc'>Superseded</a>)
wise,prelim_2band_p1bs_psd,WISE Preliminary Post-Cryo Single Exposure (L1b)  Source Table (<a href='/applications/Gator/superseded.html' target='doc'>Superseded</a>)
wise,prelim_p1ba_mch,"WISE Preliminary Release Known Solar System Object Possible Association List (<a href='http://wise2.ipac.caltech.edu/docs/release/prelim/expsup/ssopal.README.html' target='doc'> Caution </a>, <a href='/applications/Gator/superseded.html' target='doc'>Superseded</a>)"
wise,prelim_p1bl_lod,WISE Preliminary Release Single Exposure (L1b) Scan Inventory Table (<a href='/applications/Gator/superseded.html' target='doc'>Superseded</a>)
wise,prelim_p1bm_frm,WISE Preliminary Release Single Exposure (L1b) Image Inventory Table (<a href='/applications/Gator/superseded.html' target='doc'>Superseded</a>)
wise,prelim_p1bs_frm,WISE Preliminary Release Single Exposure (L1b) Frame Metadata Table (<a href='/applications/Gator/superseded.html' target='doc'>Superseded</a>)
wise,prelim_p1bs_psd,WISE Preliminary Release Single Exposure (L1b) Source Table (<a href='/applications/Gator/superseded.html' target='doc'>Superseded</a>)
wise,prelim_p3al_lod,WISE Preliminary Release Atlas Inventory Table (<a href='/applications/Gator/superseded.html' target='doc'>Superseded</a>)
wise,prelim_p3am_cdd,WISE Preliminary Release Atlas Image Inventory Table (<a href='/applications/Gator/superseded.html' target='doc'>Superseded</a>)
wise,prelim_p3am_xrf,WISE Preliminary Release Frame Cross-Reference Table (<a href='/applications/Gator/superseded.html' target='doc'>Superseded</a>)
wise,prelim_p3as_cdd,WISE Preliminary Release Atlas Metadata Table (<a href='/applications/Gator/superseded.html' target='doc'>Superseded</a>)
wise,prelim_p3as_psd,WISE Preliminary Release Source Catalog (<a href='/applications/Gator/superseded.html' target='doc'>Superseded</a>)
2mass,pscan_dat,2MASS Survey Scan Info
2mass,pscan_dat_6x2,2MASS 6X w/LMC/SMC Scan Info
2mass,pscan_dat_c,2MASS Calibration Scan Info
2mass,pscan_dat_sc,2MASS LMC/SMC Calibration Scan Info
2mass,pt_src_6x2,2MASS 6X w/LMC/SMC Point Source Working Database / Catalog (<a href='/applications/Gator/GatorAid/2MASS/6xcat.README.html' target='doc'>README</a>)
2mass,pt_src_c,2MASS Calibration Point Source Working Database
2mass,pt_src_cat,2MASS Second Incremental Release Point Source Catalog (PSC)
2mass,pt_src_cat1,2MASS First Incremental Release Point Source Catalog (PSC)
2mass,pt_src_rej,2MASS Survey Point Source Reject Table
2mass,pt_src_sc,2MASS LMC/SMC Calibration Point Source Working Database
ptf,ptf.ptf_procimg,PTF Level 1 Images
ptf,ptf.ptf_refims,PTF Level 2 Images
ptf,ptf_lightcurves,PTF Lightcurve Table
ptf,ptf_objects,PTF Objects
ptf,ptf_sources,PTF Sources Catalog
ptf,ptfphotcalcat,PTF Photometric Calibrator Catalog
2mass,pts_samp_cat,2MASS Sampler Point Source Catalog (PSC)
composite_catalogs,quaia,Quaia: The Gaia-unWISE Quasar Catalog
msx,redmsx,Red MSX Source Catalog
spitzer,s4gcat,S4G Catalog
spitzer,s4getg,S4G Early Type Galaxy Catalog
spitzer,safires160,SAFIRES MIPS 160 micron Catalog
spitzer,safires70,SAFIRES MIPS 70 micron Catalog
spitzer,sage_ar_irac,"SAGE IRAC Single Frame + Mosaic Photometry Archive (<a href='/data/SPITZER/SAGE/doc/SAGEIRACv3_descriptions.html#reliable' target='doc'>more complete, less reliable</a>)"
spitzer,sage_ar_irac_e1e2,"SAGE IRAC Epoch 1 and Epoch 2 Archive (<a href='/data/SPITZER/SAGE/doc/SAGEIRACv3_descriptions.html#reliable' target='doc'>more complete, less reliable</a>)"
spitzer,sage_ar_irac_match,"SAGE IRAC Matched Epoch Catalog (<a href='/data/SPITZER/SAGE/doc/SAGEIRACv3_descriptions.html#reliable' target='doc'>more complete, less reliable</a>)"
spitzer,sage_ar_irac_off,"SAGE IRAC Offset Position Epoch 1 and Epoch 2 Archive (<a href='/data/SPITZER/SAGE/doc/SAGEIRACv3_descriptions.html#reliable' target='doc'>more complete, less reliable</a>)"
spitzer,sage_cat_irac,SAGE IRAC Single Frame + Mosaic Photometry Catalog (<a href='/data/SPITZER/SAGE/doc/SAGEIRACv3_descriptions.html#reliable' target='doc'>more reliable</a>)
spitzer,sage_cat_irac_e1e2,SAGE IRAC Epoch 1 and Epoch 2 Catalog (<a href='/data/SPITZER/SAGE/doc/SAGEIRACv3_descriptions.html#reliable' target='doc'>more reliable</a>)
spitzer,sage_cat_irac_match,SAGE IRAC Matched Epoch Archive (<a href='/data/SPITZER/SAGE/doc/SAGEIRACv3_descriptions.html#reliable' target='doc'>more reliable</a>)
spitzer,sage_cat_irac_off,SAGE IRAC Offset Position Epoch 1 and Epoch 2 Catalog (<a href='/data/SPITZER/SAGE/doc/SAGEIRACv3_descriptions.html#reliable' target='doc'>more reliable</a>)
spitzer,sage_cat_m160,SAGE MIPS 160 um Combined Epoch Catalog (<a href='/data/SPITZER/SAGE/doc/SAGEMIPSv3_descriptions.html#reliable' target='doc'>more reliable</a>)
spitzer,sage_cat_m24,SAGE MIPS 24 um Epoch 1 and Epoch 2 Catalog (<a href='/data/SPITZER/SAGE/doc/SAGEMIPSv3_descriptions.html#reliable' target='doc'>more reliable</a>)
spitzer,sage_cat_m24_match,SAGE MIPS 24 um Matched Epoch Catalog (<a href='/data/SPITZER/SAGE/doc/SAGEMIPSv3_descriptions.html#reliable' target='doc'>more reliable</a>)
spitzer,sage_cat_m70,SAGE MIPS 70 um Combined Epoch Catalog (<a href='/data/SPITZER/SAGE/doc/SAGEMIPSv3_descriptions.html#reliable' target='doc'>more reliable</a>)
spitzer,sage_full_m160,"SAGE MIPS 160 um Combined Epoch Catalog (<a href='/data/SPITZER/SAGE/doc/SAGEMIPSv3_descriptions.html#reliable' target='doc'>more complete, less reliable</a>)"
spitzer,sage_full_m24,"SAGE MIPS 24 um Epoch 1 and Epoch 2 Full List (<a href='/data/SPITZER/SAGE/doc/SAGEMIPSv3_descriptions.html#reliable' target='doc'>more complete, less reliable</a>)"
spitzer,sage_full_m24_match,"SAGE MIPS 24 um Matched Epoch Full List (<a href='/data/SPITZER/SAGE/doc/SAGEMIPSv3_descriptions.html#reliable' target='doc'>more complete, less reliable</a>)"
spitzer,sage_full_m70,"SAGE MIPS 70 um Combined Epoch Full List (<a href='/data/SPITZER/SAGE/doc/SAGEMIPSv3_descriptions.html#reliable' target='doc'>more complete, less reliable</a>)"
spitzer,sagearciracv2,"SAGE Winter '08 IRAC Epoch 1 and Epoch 2 Archive (<a href='/data/SPITZER/SAGE/doc/SAGEIRACv3_descriptions.html#reliable' target='doc'>more complete, less reliable</a>)"
spitzer,sagecatiracv2,SAGE Winter '08 IRAC Epoch 1 and Epoch 2 Catalog (<a href='/data/SPITZER/SAGE/doc/SAGEIRACv3_descriptions.html#reliable' target='doc'>more reliable</a>)
spitzer,sagecatmips24v2,SAGE Winter '08 MIPS 24 um Epoch 1 and Epoch 2 Catalog (<a href='/data/SPITZER/SAGE/doc/SAGEMIPSv3_descriptions.html#reliable' target='doc'>more reliable</a>)
spitzer,sagefull,SAGE-Var LMC Full Catalog
spitzer,sagesmc_iraca,"SAGE-SMC IRAC Epoch 0, Epoch 1, and Epoch 2 Archive (<a href='/data/SPITZER/SAGE-SMC/gator_docs/SAGE-SMC_IRAC_colDescriptions.html' target='doc'>less reliable</a>)"
spitzer,sagesmc_iracadr3,SAGE-SMC IRAC Single Frame + Mosaic Photometry Archive v1.5
spitzer,sagesmc_iracc,"SAGE-SMC IRAC Epoch 0, Epoch 1, and Epoch 2 Catalog (<a href='/data/SPITZER/SAGE-SMC/gator_docs/SAGE-SMC_IRAC_colDescriptions.html#reliable' target='doc'>more reliable</a>)"
spitzer,sagesmc_iraccdr3,SAGE-SMC IRAC Single Frame + Mosaic Photometry Catalog v1.5
spitzer,sagesmc_iracep1a,SAGE-SMC IRAC Epoch 1 Archive (<a href='/data/SPITZER/SAGE-SMC/gator_docs/SAGE-SMC_IRAC_colDescriptions.html' target='doc'>less reliable</a>)
spitzer,sagesmc_iracep1c,SAGE-SMC IRAC Epoch 1 Catalog (<a href='/data/SPITZER/SAGE-SMC/gator_docs/SAGE-SMC_IRAC_colDescriptions.html#reliable' target='doc'>more reliable</a>)
spitzer,sagesmc_mips160c,SAGE-SMC MIPS 160um Combined Epoch Catalog (<a href='/data/SPITZER/SAGE-SMC/gator_docs/SAGE-SMC_MIPS_colDescriptions.html#reliable' target='doc'>more reliable</a>)
spitzer,sagesmc_mips160f,"SAGE-SMC MIPS 160um Combined Epoch Full List (<a href='/data/SPITZER/SAGE/doc/SAGEMIPSv3_descriptions.html#reliable' target='doc'>more complete, less reliable</a>)"
spitzer,sagesmc_mips24c,"SAGE-SMC MIPS 24 um Epoch 0, Epoch 1, and Epoch 2 Catalog (<a href='/data/SPITZER/SAGE-SMC/gator_docs/SAGE-SMC_MIPS_colDescriptions.html#reliable' target='doc'>more reliable</a>)"
spitzer,sagesmc_mips24ep1c,SAGE-SMC MIPS 24um Epoch 1 Catalog (<a href='/data/SPITZER/SAGE-SMC/gator_docs/SAGE-SMC_MIPS_colDescriptions.html#reliable' target='doc'>more reliable</a>)
spitzer,sagesmc_mips24ep1f,SAGE-SMC MIPS 24um Epoch 1 Full List (<a href='/data/SPITZER/SAGE-SMC/gator_docs/SAGE-SMC_MIPS_colDescriptions.html' target='doc'>less reliable</a>)
spitzer,sagesmc_mips24f,"SAGE-SMC MIPS 24 um Epoch 0, Epoch 1, and Epoch 2 Full List (<a href='/data/SPITZER/SAGE/doc/SAGEMIPSv3_descriptions.html#reliable' target='doc'>more complete, less reliable</a>)"
spitzer,sagesmc_mips70c,SAGE-SMC MIPS 70um Combined Epoch Catalog (<a href='/data/SPITZER/SAGE-SMC/gator_docs/SAGE-SMC_MIPS_colDescriptions.html#reliable' target='doc'>more reliable</a>)
spitzer,sagesmc_mips70f,"SAGE-SMC MIPS 70um Combined Epoch Full List (<a href='/data/SPITZER/SAGE/doc/SAGEMIPSv3_descriptions.html#reliable' target='doc'>more complete, less reliable</a>)"
spitzer,sagesmcfull,SAGE-Var SMC Full Catalog
spitzer,sagesmcvar,SAGE-Var SMC Variable Catalog
spitzer,sagevar,SAGE-Var LMC Variable Catalog
spitzer,sass_v3,SASS October 2011 Catalog
2mass,scan_dat,2MASS First Incremental Release Survey Scan Info
2mass,scan_dat_2,2MASS Second Incremental Release Survey Scan Info
2mass,scf_info,2MASS LMC/SMC Calibration Merged Point Source Information Table
2mass,scf_link,2MASS LMC/SMC Calibration Merged Point Source Link Table
spitzer,scosmos_irac_0407,S-COSMOS IRAC 4-channel Photometry Catalog June 2007 (<a href='/data/COSMOS/gator_docs/scosmos_irac_colDescriptions.html' target='doc'>README</a>)
spitzer,scosmos_mips_160_v3,S-COSMOS MIPS 160um Photometry Catalog v3 Jan 2009
spitzer,scosmos_mips_24_go2,S-COSMOS MIPS 24um MAIN Photometry Catalog June 2007 (<a href='/data/COSMOS/gator_docs/scosmos_mips_24_colDescriptions.html#aug_note' target='doc'>Aug 2008: Important Flux-correction Note</a>)
spitzer,scosmos_mips_24_go2_deep,S-COSMOS MIPS 24um DEEP Photometry Catalog June 2007 (<a href='/data/COSMOS/gator_docs/scosmos_mips_24_colDescriptions.html#aug_note' target='doc'>Aug 2008: Important Flux-correction Note</a>)
cosmos,scosmos_mips_24_go3,S-COSMOS MIPS 24 Photometry Catalog October 2008
spitzer,scosmos_mips_70_v3,S-COSMOS MIPS 70um Photometry Catalog v3 Jan 2009
spitzer,sdwfs_ch1_epoch1,"SDWFS Aug '09 DR1.1 IRAC 3.6um-Selected 3x30sec Coadd, epoch 1 (Jan '04)"
spitzer,sdwfs_ch1_epoch2,"SDWFS Aug '09 DR1.1 IRAC 3.6um-Selected 3x30sec Coadd, epoch 2 (Aug '07)"
spitzer,sdwfs_ch1_epoch3,"SDWFS Aug '09 DR1.1 IRAC 3.6um-Selected 3x30sec Coadd, epoch 3 (Feb '08)"
spitzer,sdwfs_ch1_epoch4,"SDWFS Aug '09 DR1.1 IRAC 3.6um-Selected 3x30sec Coadd, epoch 4 (Mar '08)"
spitzer,sdwfs_ch1_stack,SDWFS Aug'09 DR1.1 IRAC 3.6um-Selected Total Coadd Stack
spitzer,sdwfs_ch2_epoch1,"SDWFS Aug '09 DR1.1 IRAC 4.5um-Selected 3x30sec Coadd, epoch 1 (Jan '04)"
spitzer,sdwfs_ch2_epoch2,"SDWFS Aug '09 DR1.1 IRAC 4.5um-Selected 3x30sec Coadd, epoch 2 (Aug '07)"
spitzer,sdwfs_ch2_epoch3,"SDWFS Aug '09 DR1.1 IRAC 4.5um-Selected 3x30sec Coadd, epoch 3 (Feb '08)"
spitzer,sdwfs_ch2_epoch4,"SDWFS Aug '09 DR1.1 IRAC 4.5um-Selected 3x30sec Coadd, epoch 4 (Mar '08)"
spitzer,sdwfs_ch2_stack,SDWFS Aug '09 DR1.1 IRAC 4.5um-Selected Total Coadd Stack
spitzer,sdwfs_ch3_epoch1,"SDWFS Aug '09 DR1.1 IRAC 5.8um-Selected 3x30sec Coadd, epoch 1 (Jan '04)"
spitzer,sdwfs_ch3_epoch2,"SDWFS Aug '09 DR1.1 IRAC 5.8um-Selected 3x30sec Coadd, epoch 2 (Aug '07)"
spitzer,sdwfs_ch3_epoch3,"SDWFS Aug '09 DR1.1 IRAC 5.8um-Selected 3x30sec Coadd, epoch 3 (Feb '08)"
spitzer,sdwfs_ch3_epoch4,"SDWFS Aug '09 DR1.1 IRAC 5.8um-Selected 3x30sec Coadd, epoch 4 (Mar '08)"
spitzer,sdwfs_ch3_stack,SDWFS Aug '09 DR1.1 IRAC 5.8um-Selected Total Coadd Stack
spitzer,sdwfs_ch4_epoch1,"SDWFS Aug '09 DR1.1 IRAC 8.0um-Selected 3x30sec Coadd, epoch 1 (Jan '04)"
spitzer,sdwfs_ch4_epoch2,"SDWFS Aug '09 DR1.1 IRAC 8.0um-Selected 3x30sec Coadd, epoch 2 (Aug '07)"
spitzer,sdwfs_ch4_epoch3,"SDWFS Aug '09 DR1.1 IRAC 8.0um-Selected 3x30sec Coadd, epoch 3 (Feb '08)"
spitzer,sdwfs_ch4_epoch4,"SDWFS Aug '09 DR1.1 IRAC 8.0um-Selected 3x30sec Coadd, epoch 4 (Mar '08)"
spitzer,sdwfs_ch4_stack,SDWFS Aug '09 DR1.1 IRAC 8.0um-Selected Total Coadd Stack
spitzer,sdwfs_lcurve,SDWFS Light Curve Catalog
spitzer,sdwfs_var,SDWFS Variability Catalog
spitzer,sep_mw,SEP Multiwavelength Photometric Catalog
spitzer,sepm24,SEP MIPS 24 micron Point Source Catalog
spitzer,sepm70,SEP MIPS 70 micron Point Source Catalog
spitzer,sepmext,SEP MIPS Extended Source Catalog
spitzer,servscdfsi1,SERVS CDFS 3.6 micron Catalog
spitzer,servscdfsi12,SERVS CDFS 2-band Catalog (highly reliable)
spitzer,servscdfsi2,SERVS CDFS 4.5 micron Catalog
spitzer,servseni1,SERVS ELAIS N1 3.6 micron Catalog
spitzer,servseni12,SERVS ELAIS N1 2-band Catalog (highly reliable)
spitzer,servseni2,SERVS ELAIS N1 4.5 micron Catalog
spitzer,servsesi1,SERVS ELAIS S1 3.6 micron Catalog
spitzer,servsesi12,SERVS ELAIS S1 2-band Catalog (highly reliable)
spitzer,servsesi2,SERVS ELAIS S1 4.5 micron Catalog
spitzer,servslhi1,SERVS Lockman Hole 3.6 micron Catalog
spitzer,servslhi12,SERVS Lockman Hole 2-band Catalog (highly reliable)
spitzer,servslhi2,SERVS Lockman Hole 4.5 micron Catalog
spitzer,servsxmmi1,SERVS XMM-LSS 3.6 micron Catalog
spitzer,servsxmmi12,SERVS XMM-LSS 2-band Catalog (highly reliable)
spitzer,servsxmmi2,SERVS XMM-LSS 4.5 micron Catalog
spitzer,shelacomb,SHELA Combined Epoch IRAC Catalog
spitzer,shelaep1,SHELA Epoch 1 IRAC Catalog
spitzer,shelaep2,SHELA Epoch 2 IRAC Catalog
spitzer,shelaep3,SHELA Epoch 3 IRAC Catalog
spitzer,shelasdss,SHELA-SDSS Stripe 82 Catalog
spitzer,simple,SIMPLE Photometry Catalog
2mass,sixxf_info,2MASS 6X w/LMC/SMC Merged Point Source Information Table
2mass,sixxf_link,2MASS 6X w/LMC/SMC Merged Point Source Link Table
spitzer,slicovv2,SEIP IRAC Coverage Table
spitzer,slmcovv2,SEIP MIPS Coverage Table
spitzer,slphotdr4,SEIP Source List
spitzer,sltracev2,SEIP Traceback Table
spitzer,smclasta1,SMC-Last Extracted Photometry Epoch 1 Archive (more complete)
spitzer,smclasta2,SMC-Last Extracted Photometry Epoch 2 Archive (more complete)
spitzer,smclastac,SMC-Last Extracted Photometry Combined Epoch Archive (more complete)
spitzer,smclastc1,SMC-Last Extracted Photometry Epoch 1 Catalog (more reliable)
spitzer,smclastc2,SMC-Last Extracted Photometry Epoch 2 Catalog (more reliable)
spitzer,smclastcc,SMC-Last Extracted Photometry Combined Epoch Catalog (more reliable)
spitzer,smuvs,SMUVS Source Catalog
sofia,sofia.ancillary_artifacts,SOFIA Ancillary Artifacts
sofia,sofia.artifact,SOFIA CAOM Artifact Table
sofia,sofia.observation,SOFIA CAOM Observation Table
sofia,sofia.observation_aors,SOFIA AOR to Observation Mapping Table
sofia,sofia.observation_missions,SOFIA MISSN-ID to Observation Mapping Table
sofia,sofia.plane,SOFIA Archive
sofia,sofia.proposals,SOFIA Proposal/Abstract Table
sofia,sofia.proposals_with_publications,List of SOFIA proposals with associated publications
sofia,sofia.publication_proposals,SOFIA Publication/Proposal Mapping Table
sofia,sofia.publications,SOFIA Publications Table
sofia,sofia.qa_comments,SOFIA Comments Table
sofia,sofia.science_keyphrases,SOFIA Science Keywords Table
sofia,sofia_sfgc,SOFIA FORCAST Galactic Center Source Catalog
contributed_data_sets,spacemol_dr1,Database of Molecules in Space Catalog
spherex,spherex.artifact,SPHEREx CAOM Artifact Table
spherex,spherex.obscore,IRSA ObsCore table of SPHEREx products
spherex,spherex.observation,SPHEREx CAOM Observation Table
spherex,spherex.plane,SPHEREx CAOM Plane Table
spherex,spherex.provenance_input,Join tables for SPHEREx calibration files
spitzer,spicy,SPICY Catalog
spitzer,spiesch1,SpIES 3.6 micron-only Catalog
spitzer,spiesch12,SpIES Dual-band Catalog
spitzer,spiesch2,SpIES 4.5 micron-only Catalog
spitzer,spitzer.abell1763_images,Abell 1763 Images
spitzer,spitzer.apoglimpse_0_6_images,Spitzer APOGlimpse Images
spitzer,spitzer.apoglimpse_1_2_images,Spitzer APOGlimpse Images
spitzer,spitzer.c2d_images,C2D Images
spitzer,spitzer.c2d_images_av,Spitzer C2D AV Image Metadata
spitzer,spitzer.c2d_images_bolocam,Spitzer C2D Bolocam Image Metadata
spitzer,spitzer.c2d_images_irac_all,Spitzer C2D IRAC Image Metadata
spitzer,spitzer.c2d_images_mips_all,Spitzer C2D MIPS Image Metadata
spitzer,spitzer.c2d_irac_iv_caom_core,Spitzer C2D IRAC Image (Image/per Band) Metadata
spitzer,spitzer.c2d_irs_cubes,Spitzer C2D IRS Cubes
spitzer,spitzer.c2d_irs_spec,C2D IRS Spectra
spitzer,spitzer.c2d_mips_caom_nofilter,Spitzer C2D MIPS (Image/Per Band) Image Metadata
spitzer,spitzer.clash_images,Cluster Lensing And Supernova survey with Hubble (CLASH) Images
spitzer,spitzer.cosmic_dawn,Cosmic Dawn Survey Data
spitzer,spitzer.cygnus_x_images,A Spitzer Legacy Survey of the Cygnus-X Complex (Cygnus-X) Images
spitzer,spitzer.cygnus_x_images_mosaics,Spitzer Cygnus-X Mosaic Image Metadata
spitzer,spitzer.cygnus_x_images_phot_mos,Spitzer Cygnus-X Photometry Mosaics Image Metadata
spitzer,spitzer.cygnus_x_images_tiles,Spitzer Cygnus-X Tiles Metadata
spitzer,spitzer.deepdrill_images,Spitzer Survey of Deep Drilling Fields (DeepDrill) Images
spitzer,spitzer.disks_sh_spectra,Disks_SH Spectra
spitzer,spitzer.dustings_images,Dust in Nearby Galaxies with Spitzer (DUSTiNGS) Images
spitzer,spitzer.elflock_atlas,ELFLock: The Eureka LBNL Far-Infrared Lockman Hole (ELFLock) Map
spitzer,spitzer.feps_images,FEPS Images
spitzer,spitzer.feps_spectra_v5,FEPS Spectra V5
spitzer,spitzer.fidel_images,Far-Infrared Deep Extragalactic Legacy Survey (FIDEL) Images
spitzer,spitzer.fidel_images_160um,Spitzer FIDEL 160um Image Metadata
spitzer,spitzer.fidel_images_24um,Spitzer FIDEL 24um Image Metadata
spitzer,spitzer.fidel_images_70um,Spitzer FIDEL 70um Image Metadata
spitzer,spitzer.fivemuses_spectra,The 5 mJy Unbiased Spitzer Extragalactic Survey (5MUSES) Spectra
spitzer,spitzer.fls_gbt_hi,Spitzer FLS Green Bank Telescope Image Metadata
spitzer,spitzer.fls_images,Extragalactic FLS Images
spitzer,spitzer.fls_irac,Spitzer FLS IRAC Image Metadata
spitzer,spitzer.fls_kpno_r,Spitzer FLS KPNO_R Image Metadata
spitzer,spitzer.fls_mips,Spitzer FLS MIPS Image Metadata
spitzer,spitzer.fls_sdss,Spitzer FLS SDSS Image Metadata
spitzer,spitzer.fls_v2_mmt_spectra,Extragalactic FLS MMT/Hectospec Spectra
spitzer,spitzer.fls_vla,Spitzer FLS VLA Image Metadata
spitzer,spitzer.frontier_images,Frontier Fields Images
spitzer,spitzer.glimpse360_0_6,Spitzer Glimpse360 0.6 Image Metadata
spitzer,spitzer.glimpse360_1_2,Spitzer Glimpse360 1.2 Image Metadata
spitzer,spitzer.glimpse3d_0_6,Spitzer Glimpse3d 0.6 Image Metadata
spitzer,spitzer.glimpse3d_1_2,Spitzer Glimpse3d 1.2 Image Metadata
spitzer,spitzer.glimpse_cygx_0_6,Spitzer Glimpse CYGX 0.6 Image Metadata
spitzer,spitzer.glimpse_cygx_1_2,Spitzer Glimpse CYGX 1.2 Image Metadata
spitzer,spitzer.glimpse_deepglimpse_0_6,Spitzer Deep Glimpse 0.6 Image Metadata
spitzer,spitzer.glimpse_deepglimpse_1_2,Spitzer Deep Glimpse 1.2 Image Metadata
spitzer,spitzer.glimpse_images,Galactic Legacy Infrared Midplane Survey Extraordinaire (GLIMPSE) Images
spitzer,spitzer.glimpse_smog_0_6,Spitzer Glimpse SMOG 0.6 Image Metadata
spitzer,spitzer.glimpse_smog_1_2,Spitzer Glimpse SMOG 1.2 Image Metadata
spitzer,spitzer.glimpse_velacar_0_6,Spitzer Glimpse Velacar 0.6 Image Metadata
spitzer,spitzer.glimpse_velacar_1_2,Spitzer Glimpse Velacar 1.2 Image Metadata
spitzer,spitzer.glimpsei_0_6,Spitzer GlimpseI 0.6 Image Metadata
spitzer,spitzer.glimpsei_1_2,Spitzer GlimpseI 1.2 Image Metadata
spitzer,spitzer.glimpseii_0_6,Spitzer GlimpseII 0.6 Image Metadata
spitzer,spitzer.glimpseii_1_2,Spitzer GlimpseII 1.2 Image Metadata
spitzer,spitzer.glimpseii_sub,Spitzer GlimpseII Sub Image Metadata
spitzer,spitzer.goals_irs_spec,GOALS IRS Spectra
spitzer,spitzer.goals_spatprof_spec,GOALS Spatial Profiles
spitzer,spitzer.goals_spitzer,Great Observatories All-sky LIRG Survey (GOALS) Images
spitzer,spitzer.irs_std_spectra,Spitzer Spectra of IRS Standard Stars
spitzer,spitzer.iudf_mosaic,IRAC Ultra-Deep Field (IUDF) Images
spitzer,spitzer.lvl_galex,Spitzer LVL GALEX image Metadata
spitzer,spitzer.lvl_halpha,Spitzer LVL HALPHA image Metadata
spitzer,spitzer.lvl_images,Local Volume Legacy Survey (LVL) Images
spitzer,spitzer.lvl_irac,Spitzer LVL IRAC image Metadata
spitzer,spitzer.lvl_mips,Spitzer LVL MIPS image Metadata
spitzer,spitzer.m31irac_image,M31IRAC Images
spitzer,spitzer.mips_lg_images,MIPS Local Galaxies (MIPS_LG) Images
spitzer,spitzer.mipsgal_images,A 24 and 70 Micron Survey of the Inner Galactic Disk with MIPS (MIPSGAL) Images
spitzer,spitzer.s4g_details,Spitzer S4G Details Metadata
spitzer,spitzer.s4g_images,The Spitzer Survey of Stellar Structure in Galaxies (S4G) Images
spitzer,spitzer.s5_hires,Spitzer S5 Hi-res
spitzer,spitzer.s5_lores,Spitzer S5 Lo-res
spitzer,spitzer.s5_spectra,S5 Spectra
spitzer,spitzer.s_candels_images,Spitzer-Cosmic Assembly Near-Infrared Deep Extragalactic Legacy Survey (S-CANDELS) Images
spitzer,spitzer.safires_ancillary,Spitzer SAFIRES Ancillary Image Metadata
spitzer,spitzer.safires_images,Spitzer Archival FIR Extragalactic Survey (SAFIRES) Images
spitzer,spitzer.safires_science,Spitzer SAFIRES Science Image Metadata
spitzer,spitzer.sage_images,SAGE Images
spitzer,spitzer.sage_irac_mos,Spitzer SAGE IRAC Mosaic Image Metadata
spitzer,spitzer.sage_irac_tiles,Spitzer SAGE IRAC Tiles Image Metadata
spitzer,spitzer.sage_irs,SAGE-Spec IRS Spectra
spitzer,spitzer.sage_irs_nods,SAGE IRS NODS
spitzer,spitzer.sage_mips_mos,Spitzer SAGE MIPS Mosaic Image Metadata
spitzer,spitzer.sage_mips_sed,SAGE-Spec MIPS SED Spectra
spitzer,spitzer.sage_mips_tiles,Spitzer SAGE MIPS Tiles Image Metadata
spitzer,spitzer.sage_sed,SAGE-Spec SED Spectra
spitzer,spitzer.sage_smc_images,"Surveying the Agents of Galaxy Evolution in the Tidally-Disrupted, Low-Metallicity Small Magellanic Cloud (SAGE-SMC) Images"
spitzer,spitzer.sage_smc_irac,Spitzer SAGE SMC IRAC
spitzer,spitzer.sage_smc_mips,Spitzer SAGE SMC MIPS
spitzer,spitzer.sage_spec_cubes,Spitzer SAGE SPEC Cubes
spitzer,spitzer.sdwfs_combined,Spitzer SDWFS Combined Image Metadata
spitzer,spitzer.sdwfs_epoch1,Spitzer SDWFS Epoch1 Image Metadata
spitzer,spitzer.sdwfs_epoch2,Spitzer SDWFS Epoch2 Image Metadata
spitzer,spitzer.sdwfs_epoch3,Spitzer SDWFS Epoch3 Image Metadata
spitzer,spitzer.sdwfs_epoch4,Spitzer SDWFS Epoch4 Image Metadata
spitzer,spitzer.sdwfs_images,"Spitzer Deep, Wide-Field Survey (SDWFS) Images"
spitzer,spitzer.seip_ancillary,Spitzer SEIP Ancillary Image Metadata
spitzer,spitzer.seip_images,Spitzer Enhanced Imaging Products (SEIP) Images
spitzer,spitzer.seip_science,Spitzer SEIP Science Image Metadata
spitzer,spitzer.sep_images,Spitzer MIPS 24 and 70 micron Imaging of the South Ecliptic Pole (SEP) Images
spitzer,spitzer.servs_images,Spitzer Extragalactic Representative Volume Survey (SERVS) Images
spitzer,spitzer.sgoods_ancillary_v1_0,Spitzer GOODS Ancillary Image Metadata
spitzer,spitzer.sgoods_images,Great Observatories Origins Deep Survey (GOODS) Images (Spitzer)
spitzer,spitzer.sgoods_irac_spitzer_dr2,Spitzer GOODS IRAC DR2 Image Metadata
spitzer,spitzer.sgoods_irac_spitzer_dr3,Spitzer GOODS IRAC DR3 Image Metadata
spitzer,spitzer.sgoods_irs_spitzer,Spitzer GOODS IRS Image Metadata
