schema_name,table_name,description
public,intpublic,INTEGRAL Public Data Results Catalog
public,intrefcat,INTEGRAL Reference Catalog
public,intscw,INTEGRAL Science Window Data
public,intscwpub,INTEGRAL Public Pointed Science Window Data
public,intspiagrb,INTEGRAL First SPI-ACS Gamma-Ray Burst Catalog
public,intvarcat,INTEGRAL/ISGRI Catalog of Variable X-Ray Sources
public,ipc,Einstein IPC Sources Catalog
public,ipcdeep,Einstein Catalog IPC Deep Survey
public,ipcimage,Einstein IPC Images
public,ipclxlbol,Einstein LX & LBL Values for IPC O Stars
public,ipcostars,Einstein Count Rates for IPC O Stars
public,ipcphot,Einstein IPC Photon Event Data
public,ipcslew,Einstein Catalog IPC Slew Survey
public,ipcultsoft,Einstein IPC Ultrasoft Sources Catalog
public,ipcunscrnd,Einstein IPC Unscreened Photon Event List
public,ipngrb,Gamma-Ray Bursts from the Interplanetary Network
public,ir20126cxo,IRAS 20126+4104 Chandra X-Ray Point Source Catalog
public,iram30mlog,IRAM 30-m Single-Dish Telescope Observation Log
public,iramnoelog,IRAM NOEMA (NOrthern Extended Millimeter Array) Observation Log
public,irampdblog,IRAM Plateau de Bure Interferometer Observation Log
public,irasfsc,"IRAS Faint Source Catalog, Version 2.0"
public,iraspsc,"IRAS Point Source Catalog, Version 2.0"
public,iraspscz,IRAS Point Source Catalog Redshift (PSCz) Catalog
public,irasssc,IRAS Serendipitous Survey Catalog
public,iraszsurv,IRAS 1.2-Jy Redshift Survey
public,isgri4yrct,INTEGRAL ISGRI 4-Year Source Catalog
public,isolog,ISO (Infrared Space Observatory) Observation Log
public,iuelog,IUE (International Ultraviolet Explorer) Final Merged Observatio
ivoa,ivoa.obscore,Generic HEASARC data resources
public,ixmaster,IXPE Master Catalog
public,kaporixmm,Kappa Orionis XMM-Newton X-Ray Point Source Catalog
public,kommersgrb,Kommers et al. (2001) BATSE Non-Triggered Gamma-Ray Burst Catalo
public,konus,Venera KONUS 11 & 12 Bursts
public,kuehr,Extragalactic Radio Sources
public,kvttmcomis,Kvant TTM/COMIS X-Ray Source Catalog
public,l1641ioxmm,Lynds 1641 and iota Ori Region XMM-Newton X-Ray Point Source Cat
public,lalaboocxo,LALA Bootes Field Chandra X-Ray Point Source Catalog
public,lalacetcxo,LALA Cetus Field Chandra X-Ray Point Source Catalog
public,lamorixmm,Lambda Orionis Cluster XMM-Newton X-Ray Point Source Catalog
public,lbn,Lynds Catalog of Bright Nebulae
public,lbqs,Large Bright Quasar Survey
public,lcrscat,Las Campanas Redshift Survey Catalog
public,ld7c151mhz,7C 151-MHz Low-Declination Survey Catalog
public,ldn,Lynds Catalog of Dark Nebulae
public,le,CMA Catalog Central 6 Arcmin
public,lkha101cxo,LkH-alpha 101 Star Formation Region Chandra X-Ray Point Source C
public,lmc30drcxo,LMC 30 Doradus Complex Chandra X-Ray Point Source Catalog
public,lmcclustrs,LMC Clusters Catalog
public,lmcextobj,Large Magellanic Cloud Extended Objects Catalog
public,lmchrixray,ROSAT HRI Catalog of LMC X-Ray Sources (Sasaki et al.)
public,lmcn11cxo,LMC N11 Giant HII Region Chandra X-Ray Point Source Catalog
public,lmcrosxray,ROSAT PSPC Catalog of LMC X-Ray Sources (Haberl & Pietsch)
public,lmcxray,LMC X-Ray Discrete Sources
public,lmxbcat,"Low-Mass X-Ray Binary Catalog (4th Edition, 2007)"
public,lockmanoir,Lockman Hole AGN Optical and Infrared Properties Catalog
public,lockmanxm2,Lockman Hole XMM-Newton X-Ray Point Source Catalog
public,lockmanxmm,Lockman Hole Field XMM-Newton X-Ray Point Source Catalog
public,lof3c29534,LOFAR 3C295 Field 34-MHz Source Catalog
public,lof3c29546,LOFAR 3C295 Field 46-MHz Source Catalog
public,lof3c29562,LOFAR 3C295 Field 62-MHz Source Catalog
public,lofarbf62m,LOFAR Bootes Field 62-MHz Source Catalog
public,lofhatlas,LOFAR Radio Catalog of Herschel-ATLAS North Galactic Pole Field
public,lorcat,Low-Frequency Radio Catalog of Flat-Spectrum Sources
public,lotssprcat,LOFAR 2-Meter Sky Survey Preliminary Data Release Source Catalog
public,lowzvlqvla,VLA 6-GHz Observations of Low-Redshift SDSS QSOs
public,lpffiles,LISA Pathfinder Archive Data Summary
public,lqac,"Large Quasar Astrometric Catalog, 3rd Release"
public,lspmnorth,Lepine and Shara Northern Stars Proper Motion (LSPM-North) Catal
public,lupus3xmm,Lupus 3 SFR XMM-Newton X-Ray Point Source Catalog
public,lyngaclust,Lynga Open Clusters Catalog
public,m101cxo,M 101 Chandra X-Ray Point Source Catalog
public,m101xmm,M 101 XMM-Newton X-Ray Point Source Catalog
public,m108cxo,M 108 Chandra X-Ray Compact Source Catalog
public,m16cxo,M 16 (Eagle Nebula) Chandra X-Ray Point Source Catalog
public,m17cxo,M 17 Chandra X-Ray Point Source Catalog
public,m31cfcxo,M 31 Central Field Chandra HRI X-Ray Point Source Catalog
public,m31clustrs,M 31 Globular Cluster Candidates Catalog
public,m31cxo2,M 31 Bulge Chandra X-Ray Point Source Catalog
public,m31cxohrc2,M 31 Chandra HRC X-Ray Source Catalog
public,m31cxoxray,M 31 Central Region Chandra X-Ray Point Source Catalog
public,m31deepxmm,M 31 Deep XMM-Newton Survey X-Ray Source Catalog
public,m31phatcxo,M 31 Disk Chandra PHAT Survey: X-Ray Source Catalog
public,m31phatsfh,M 31 Disk Chandra PHAT Survey: HST-Derived Star Formation Histor
public,m31rbcgc,M 31 Revised Bologna Clusters and Candidates Catalog (Version 5)
public,m31rosxray,ROSAT PSPC M 31 Source Catalog
public,m31stars,M 31 Field Brightest Stars Catalog
public,m31stars2,MIT/Amsterdam M 31 Survey
public,m31xmm2,M 31 XMM-Newton Spectral Survey X-Ray Point Source Catalog
public,m31xmmxray,XMM-Newton M 31 Survey Source Catalog
public,m33chase,M 33 Chandra ACIS Survey (ChASeM33) Final Source Catalog
public,m33cxoxray,M 33 Chandra X-Ray Point Source Catalog
public,m33deepxmm,M 33 Deep XMM-Newton Survey X-Ray Source Catalog
public,m33snrxmm,M 33 XMM-Newton Supernova Remnants Catalog
public,m33xmm2,M 33 XMM-Newton X-Ray Variability Source Catalog
public,m33xmmxray,XMM-Newton M 33 Survey Catalog
public,m37cxo,M 37 Chandra X-Ray Point Source Catalog
public,m51cxo,M 51 Chandra X-Ray Discrete Source Catalog
public,m51cxo2,M 51 Deep Chandra ACIS X-Ray Point Source Catalog
public,m67cxo,M 67 Chandra X-Ray Point Source Catalog
public,m71cxo,M 71 Chandra X-Ray Point Source and Optical/Infrared Counterpart
public,m81cxo,M 81 Chandra X-Ray Discrete Source Catalog
public,m81cxo2,M 81 Chandra X-Ray Point Source Catalog
public,m83cxo,M 83 Chandra X-Ray Point Source Catalog
public,m83xmm,M 83 XMM-Newton X-Ray Point Source Catalog
public,m83xrbcxo,M 83 Chandra X-Ray Binary Classifications Using HST
public,m87cxo,M 87 Chandra X-Ray Point Source Catalog
public,macs,Magellanic Catalog of Stars
public,maghmxbcat,Magellanic Clouds High-Mass X-Ray Binaries Catalog
public,magpis,Multi-Array Galactic Plane Imaging Survey
public,maranoxmm,Marano Field XMM-Newton X-Ray Source Optical Counterparts
public,markarian,First Byurakan Survey (Markarian) Catalog of UV-Excess Galaxies
public,markarian2,Markarian Galaxies Optical Database
public,mashpncat,MASH Catalogs of MASH Planetary Nebulae
public,maxigsc7yr,MAXI/GSC 7-Year High and Low Galactic Latitude Source Catalog (3
public,maxigschgl,37-Month MAXI/GSC High Galactic-Latitude Source Catalog
public,maximaster,MAXI Master Catalog
public,maxissccat,MAXI/SSC Catalog of X-Ray Sources in 0.7-7.0 keV Band
public,mcg,Morphological Galaxy Catalog
public,mcksion,McCook-Sion White Dwarf Catalog (Web Version)
public,mcxc,MCXC Meta-Catalog of X-Ray Detected Clusters of Galaxies
public,mdwarfasc,Bright M Dwarf All-Sky Catalog
public,mdwf10pcux,UV/X-Ray Data for M Dwarfs Within 10 Parsecs
public,me,EXOSAT ME Spectra and Lightcurves
public,messier,Messier Nebulae
public,mggammacat,Gamma-Ray Source Summary Catalog (Macomb & Gehrels 1999 & 2001)
public,mggammadet,Gamma-Ray Source Detailed Catalog (Macomb & Gehrels 1999)
public,mgps2,Molonglo Galactic Plane Survey 2nd Epoch Compact Source Catalog
public,milliquas,"Million Quasars Catalog (MILLIQUAS), Version 8 (2 August 2023)"
public,mitgb6cm,MIT-Green Bank 5-GHz Survey Catalog
public,monr2cxo,Monoceros R2 Cloud Chandra X-Ray Point Source Catalog
public,morbbincat,Dynamical Masses of Selected Orbital Binary Systems
public,morx,"Millions of Optical Radio/X-Ray (MORX) Associations Catalog, Ver"
public,mostatlas,Molonglo Observatory Synthesis Telescope ATLAS 843-MHz Source Ca
public,mostsnrcat,Molonglo Observatory Synthesis Telescope Supernova Remnant Catal
public,moxc,Massive Star-Forming Regions Omnibus X-Ray Catalog
public,mpcraw,Einstein MPC Raw Data
public,mrc,Molonglo Reference Catalog of Radio Sources
public,msxpsc,"Midcourse Space Experiment (MSX) Point Source Catalog, V2.3"
public,msxuvpsc,Midcourse Space Experiment (MSX) Ultraviolet Point Source Catalo
public,mwa32thgl,Murchison Widefield Array 32-T Low-Frequency Source Catalog
public,mwacs,Murchison Widefield Array Commissioning Survey Compact Low-Frequ
public,mwak2f1lfc,Murchison Widefield Array Low-Frequency Radio Survey of Kepler K
public,mwmc,Milky Way Molecular Clouds from CO Measurements
public,mwp1bubble,Milky Way Project First Data Release IR Bubble Catalog
public,mwsc,Milky Way Star Clusters Catalog
public,mystixires,Massive Young Star-Forming Complex Study in IR & X-Rays: IR-Exce
public,mystixmidi,Massive Young Star-Forming Complex Study in IR & X-Rays: Mid-IR
public,mystixmpcm,Massive Young Star-Forming Complex Stdy in IR & X-Rays: MYStIX P
public,mystixxray,Massive Young Star-Forming Complex Study in IR & X-Rays: X-Ray S
public,napexmmcxo,North America (NGC 7000) & Pelican (IC 5070) Nebulae X-Ray Sourc
public,narcscat,Norma Arm Region Chandra Survey Point & Extended Source Catalog
public,ncp21cma,North Celestial Pole Region Radio Sources Detected by the 21cm A
public,neargalcat,Updated Nearby Galaxy Catalog
public,newmdwarfs,New M Dwarfs in the Solar Neighborhood
public,ngc1068cxo,NGC 1068 Chandra X-Ray Compact Source Catalog
public,ngc1291cxo,NGC 1291 Chandra X-Ray Point Source Catalog
public,ngc1332cxo,NGC 1332 Chandra X-Ray Compact Source Catalog
public,ngc1333cxo,NGC 1333 Chandra X-Ray Point Source Catalog
public,ngc1399cxo,NGC 1399 Chandra X-Ray Source Catalog
public,ngc1512xmm,NGC 1512/NGC 1510 XMM-Newton X-Ray Point Source Catalog
public,ngc1600cxo,NGC 1600 Chandra X-Ray Discrete Source Catalog
public,ngc1893cxo,NGC 1893 Chandra X-Ray Point Source Catalog
public,ngc2000,NGC2000.0: Complete New General Catalog and Index Catalog
public,ngc2024cxo,NGC 2024 Chandra X-Ray Point Source Catalog
public,ngc2237cxo,NGC 2237 Chandra X-Ray Point Source Catalog
public,ngc2244cxo,NGC 2244/Rosette Nebula Chandra X-Ray Point Source Catalog
public,ngc2264cx2,NGC 2264 Chandra X-Ray Point Source Catalog 2
public,ngc2264cxo,NGC 2264 Chandra X-Ray Point Source Catalog
public,ngc2264xmm,NGC 2264 XMM-Newton X-Ray Point Source Catalog
public,ngc2362cxo,NGC 2362 Chandra X-Ray Point Source Catalog
public,ngc2403cx2,NGC 2403 Chandra X-Ray Point Source Catalog
public,ngc2403cxo,NGC 2403 Central 3-kpc Region Chandra Source Catalog
public,ngc2516cxo,NGC 2516 Chandra X-Ray Point Source Catalog
public,ngc2516xmm,NGC 2516 Cluster XMM-Newton X-Ray Point Source Catalog
public,ngc253xmm,NGC 253 XMM-Newton X-Ray Point Source Catalog
public,ngc2547xmm,NGC 2547 XMM-Newton X-Ray Point Source Catalog
public,ngc2808cxo,NGC 2808 Chandra X-Ray Point Source Catalog
public,ngc2808xmm,NGC 2808 XMM-Newton X-Ray Point Source Catalog
public,ngc2903cxo,NGC 2903 Central Region Chandra X-Ray Point Source Catalog
public,ngc300cxo,NGC 300 Chandra X-Ray Point Source Catalog
public,ngc3115cxo,NGC 3115 Chandra X-Ray Point Source Catalog
public,ngc3293cxo,NGC 3293 Chandra X-Ray Point Source Catalog
public,ngc404cxo,NGC 404 Chandra X-Ray Point Source Catalog
public,ngc4214cxo,NGC 4214 Chandra X-Ray Point Source Catalog
public,ngc4278cxo,NGC 4278 Chandra X-Ray Point Source Catalog
public,ngc4365cxo,NGC 4365 Chandra LMXB Catalog
public,ngc4382cxo,NGC 4382 Chandra LMXB Catalog
public,ngc4472cxo,NGC 4472 Chandra X-Ray Point Source Catalog
public,ngc4636cxo,NGC 4636 Chandra X-Ray Point Source Catalog
public,ngc4649cx2,NGC 4649 Chandra X-Ray Point Source Catalog 2
public,ngc4649cxo,NGC 4649 Chandra X-Ray Discrete Source Catalog
public,ngc55cxo,NGC 55 Chandra X-Ray Point Source Catalog
public,ngc5866cxo,NGC 5866 Chandra X-Ray Point Source Catalog
public,ngc6231cx2,NGC 6231 Chandra X-Ray Point Source Catalog 2
public,ngc6231cxo,NGC 6231 Chandra X-Ray Point Source Catalog
public,ngc6231xmm,NGC 6231 XMM-Newton X-Ray Source Catalog
public,ngc6334cxo,NGC 6334 Chandra X-Ray Point Source Catalog
public,ngc6357cxo,NGC 6357 Chandra X-Ray Point Source Catalog
public,ngc6357oid,NGC 6357/Pismis 24 Chandra Point Source Optical/IR Identificatio
public,ngc6530cxo,NGC 6530 Chandra X-Ray Point Source Catalog
public,ngc6530oid,NGC 6530 Chandra Point Source Optical/IR Identifications Catalog
public,ngc6530xmm,NGC 6530 XMM-Newton X-Ray Point Source Catalog
public,ngc6791cxo,NGC 6791 Chandra X-Ray Point Source Catalog
public,ngc752cxo,NGC 752 Chandra X-Ray Point Source Catalog
public,ngc752xmm,NGC 752 XMM-Newton X-Ray Point Source Catalog
public,nicermastr,NICER Master Catalog
public,nltt,NLTT Catalog & First Supplement
public,noras,Northern ROSAT All-Sky (NORAS) Galaxy Cluster Survey Catalog
public,north20cm,20cm Radio Catalog
public,north6cm,6cm Radio Catalog
public,nuaftl,NuSTAR As-Flown Timeline
public,nucosmosfc,NuSTAR COSMOS Field X-Ray Source Catalog
public,nuecdfscat,NuSTAR Survey of Extended Chandra Deep Field South (ECDF-S) Sour
public,nugalcen,NuSTAR Hard X-Ray Survey of the Galactic Center
public,numaster,NuSTAR Master Catalog
public,nustarssc,NuSTAR Serendipitous Survey 40-Month Primary Source Catalog
public,nustarssc2,NuSTAR Serendipitous Survey 40-Month Secondary Source Catalog
public,nuvbemdcat,Near-UV Detected Bright Early-M Dwarf Star Catalog
public,nvss,NRAO VLA Sky Survey Catalog
public,nwayawgros,AllWISE Counterparts and Gaia Matches to ROSAT/2RXS X-Ray Source
public,nwayawgxmm,AllWISE Counterparts and Gaia Matches to XMM-Newton Slew Survey
public,omc2p3cxo,OMC-2 and OMC-3 Chandra X-Ray Point Source Catalog
public,omegcencx2,Omega Centauri Globular Cluster Chandra Deep Survey X-Ray Point
public,omegcencxo,Omega Centauri Globular Cluster Chandra X-Ray Point Source Catal
public,omegcenxmm,Omega Centauri XMM-Newton X-Ray Point Source Catalog
public,onccxoopt,Orion Nebula Cluster Chandra HRC Optical Sample
public,onccxoxray,Orion Nebula Cluster Chandra HRC X-Ray Point Source Catalog
public,openclust,New Optically Visible Open Clusters and Candidates Catalog
public,orionffcxo,Orion Flanking Fields Chandra X-Ray Point Source Catalog
public,orionxray,ROSAT Survey of the Orion Nebula
public,orionxstar,ROSAT HRI Orion Group 1 Stars
public,oriysoir,Orion Nebula YSO IR Properties
public,oso8alc,OSO8 A Detector Lightcurves
public,oso8bclc,OSO8 B&C Detector Lightcurves
public,oso8pharaw,OSO8 GCXSE Raw PHA
public,oso8rtraw,OSO8 GCXSE Raw Rates
public,osqsonvss,Optically-Selected QSOS NVSS-Detected Source Catalog
public,osrilqxray,Optically Selected Radio-Intermediate and Loud Quasars X-ray Emi
public,osse,CGRO/OSSE Observations
public,ostars,Galactic O Stars Catalog
public,ovro31ghz,Owens Valley Radio Observatory 40-m 31-GHZ Radio Source Catalog
public,pacobscat,Planck-ATCA Co-eval Observations (PACO) Project Bright Sample Ca
public,pacofscat,Planck-ATCA Co-eval Observations (PACO) Project Faint Sample Cat
public,pccs030ghz,Planck Catalog of 30-GHz Compact Sources (PCCS) Release 2
public,pccs044ghz,Planck Catalog of 44-GHz Compact Sources (PCCS) Release 2
public,pccs070ghz,Planck Catalog of 70-GHz Compact Sources (PCCS) Release 2
public,pccs100ghz,Planck Catalog of 100-GHz Compact Sources (PCCS) Release 2
public,pccs143ghz,Planck Catalog of 143-GHz Compact Sources (PCCS) Release 2
public,pccs217ghz,Planck Catalog of 217-GHz Compact Sources (PCCS) Release 2
public,pccs353ghz,Planck Catalog of 353-GHz Compact Sources (PCCS) Release 2
public,pccs545ghz,Planck Catalog of 545-GHz Compact Sources (PCCS) Release 2
public,pccs857ghz,Planck Catalog of 857-GHz Compact Sources (PCCS) Release 2
public,pds1p4ghz,Phoenix Deep Survey 1.4-GHz Catalog
public,pdsoid,Phoenix Deep Survey Optical and Near-Infrared Counterparts Catal
public,pdsoid2,Phoenix Deep Survey Optical and Near-Infrared Counterparts Catal
public,pg,Palomar-Green Catalog of UV-Excess Stellar Objects
public,pgc2003,Principal Galaxy Catalog (PGC) 2003
public,phebus,Granat Phebus Gamma-Ray Bursts
public,pigssboofd,Allen Telescope Array Pi GHz Sky Survey (PiGSS) Boo Field Source
public,pigsselcnf,Allen Telescope Array Pi GHz Sky Survey (PiGSS) Deep Fields Sour
public,pkscat90,"Parkes Southern Radio Source Catalog, Version 1.01"
public,planckeszc,Planck Early Sunyaev-Zeldovich Detected Cluster Candidates Catal
public,planckgcc,Planck Catalog of Galactic Cold Clumps (PGCC)
public,planckhzsc,Planck High-Redshift Source Candidates Catalog
public,plancksz,Updated Planck Catalog of Sunyaev-Zeldovich Sources Release 1
public,plancksz2,Planck 2nd Sunyaev-Zeldovich Source Catalog
public,pleiadxray,ROSAT PSPC Catalog of the Pleiades (Micela et al. 1996)
public,plnebulae,Galactic Planetary Nebulae Catalog
public,pmn,Parkes-MIT-NRAO (PMN) Surveys
public,pmpulsar,Parkes Multibeam Survey New Pulsar Catalog
public,pmsucat,Palomar/MSU Nearby Star Survey
public,ppm,Positions and Proper Motions Catalog
public,ppmxlbmd,PPM-XL Bright M Dwarfs Catalog
public,pulsar,Pulsar Catalog
public,pvogrb,PVO Gamma-Ray Bursts
public,qorgcat,All-Sky Optical Catalog of Radio/X-Ray Sources
public,qso,Hewitt & Burbidge (1993) QSO Catalog
public,radio,Master Radio Catalog
public,rass2foid,ROSAT All-Sky Survey Two Selected Fields Optical Identifications
public,rass2fxray,ROSAT All-Sky Survey Two Selected Fields X-Ray Source Catalog
public,rass2mass,ROSAT All-Sky Survey BSC/2MASS PSC Cross-Associations XID II Cat
public,rass2rxs,Second ROSAT All-Sky Survey Point Source Catalog (2RXS)
public,rass6dfgs,ROSAT All-Sky Survey/6dF Galaxy Survey Catalog of X-Ray Selected
public,rassaeqso,ROSAT All-Sky Survey/ASIAGO-ESO QSO Survey Catalog
public,rassasaseb,RASS/All-Sky Automated Survey Eclipsing Binaries Catalog
public,rassasaspv,All-Sky Automatic Survey (ASAS) Photometry of ROSAT All-Sky Surv
public,rassbsc,ROSAT All-Sky Survey: Bright Sources
public,rassbscpgc,ROSAT All-Sky Survey Bright Source Catalog/Catalog of Principal
public,rasscals,ROSAT All-Sky Survey CALS Galaxy Groups Catalog
public,rasscndins,ROSAT All-Sky Survey Candidate Isolated Neutron Stars
public,rasscns3,ROSAT All-Sky Survey: Nearby Stars
public,rassdssagn,ROSAT All-Sky Survey and SDSS DR5 Sample of X-Ray Emitting AGN
public,rassdsstar,ROSAT All-Sky Survey and SDSS Sample of X-Ray Emitting Stars
public,rassdwarf,ROSAT All-Sky Survey: A-K Dwarfs/Subgiants
public,rassebcs,ROSAT All-Sky Survey Extended Brightest Cluster Sample
public,rassfirst,ROSAT All-Sky Survey Single FIRST Matches Catalog
public,rassfsc,ROSAT All-Sky Survey: Faint Sources
public,rassgb,RASS/Green Bank Catalog
public,rassgiant,ROSAT All-Sky Survey: Giants & Supergiants
public,rasshgsft2,ROSAT All-Sky Survey: Soft High Galactic-Latitude X-Ray Sources
public,rasshgsoft,ROSAT All-Sky Survey: Soft High Galactic-Latitude X-Ray Sources
public,rassmaster,ROSAT All-Sky Survey Archival Data
public,rassnorsam,ROSAT All-Sky Survey Completely Identified Northern Sample
public,rassob,ROSAT All-Sky Survey: OB Stars
public,rasssdssgc,ROSAT All-Sky Survey and Sloan Digital Sky Survey DR7 Galaxy Clu
public,rassusnoid,ROSAT All-Sky Survey Bright Source Catalog USNO A2 Cross-Associa
public,rassvars,RASS X-Ray Variable Sources Catalog
public,rasswd,ROSAT All-Sky Survey: White Dwarfs
public,rbs,ROSAT Bright Survey (Schwope et al. 2000)
public,rbscnvss,ROSAT All-Sky Survey/NVSS Bright X-Ray Source Sample
public,rc3,Third Reference Catalog of Bright Galaxies
public,rcw108cxo,RCW 108 Star Formation Region Chandra X-Ray Point Source Catalog
public,rcw38cxo,RCW 38 Chandra X-Ray Point Source Catalog
public,rcw38cxo2,RCW 38 Chandra X-Ray Point Source Catalog 2
public,rcw38yso,RCW 38 Young Stellar Objects Catalog
public,rcw49cxo,RCW 49 Chandra X-Ray Point Source Catalog
public,reflex,ROSAT-ESO Flux-Limited X-Ray (REFLEX) Galaxy Cluster Survey
public,refnebulae,Merged Catalog of Reflection Nebulae
public,revisedlhs,Revised Luyten Half-Second (LHS) Catalog
public,rhessigrb,RHESSI Gamma-Ray Burst Catalog
public,rhoophcxo,Rho Ophiuchi SFR Chandra X-Ray Point Source Catalog
public,rittercv,Ritter Cataclysmic Binaries Catalog (7.21 Edition)
public,ritterlmxb,Ritter Low-Mass X-Ray Binaries Catalog (7.21 Edition)
public,ritterrbin,Ritter Binaries Related to CVs Catalog (7.21 Edition)
public,rixos,ROSAT International X-Ray/Optical Survey Source Catalog
public,romabzcat,Roma-BZCAT Multi-Frequency Catalog of Blazars
public,ros13hrcxo,ROSAT/XMM-Newton 13-hour Field Chandra X-Ray Source Catalog
public,ros13hrvla,ROSAT/XMM-Newton 13-hr Deep Field VLA 20-cm Source Catalog
public,ros13hrxmm,ROSAT 13-hour Field XMM-Newton X-Ray Source Catalog
public,ros400gcls,ROSAT PSPC 400 Square Degree Galaxy Cluster Catalog
public,rosathard,ROSAT Hard-Spectrum X-Ray Source Catalog
public,rosatlog,ROSAT Observation Log
public,rosatrlq,ROSAT Radio-Loud Quasars Catalog
public,rosatrqq,ROSAT Radio-Quiet Quasars Catalog
public,rosatxuv,ROSAT XUV Pointed Phase
public,rosettecxo,Rosette Molecular Cloud Chandra X-Ray Point Source Catalog
public,rosgalclus,ROSAT PSPC Catalog of Clusters of Galaxies
public,roshri,ROSAT Results Archive Sources for the HRI
public,roshritotal,ROSAT Complete Results Archive Sources for the HRI
public,rosmaster,ROSAT Archival Data
public,rosnepagn,ROSAT North Ecliptic Pole Survey Active Galactic Nuclei Catalog
public,rosnepoid,ROSAT North Ecliptic Pole Survey Optical Identifications
public,rosnepxray,ROSAT North Ecliptic Pole Survey X-Ray Source Catalog
public,rosprspec,ROSAT Proposal Abstracts
public,rospspc,ROSAT Results Archive Sources for the PSPC
public,rospspcf,ROSAT Results Archive Sources for the PSPC with Filter
public,rospspcftot,ROSAT Complete Results Archive Sources for the PSPC with Filter
public,rospspctotal,ROSAT Complete Results Archive Sources for the PSPC
public,roswfc2re,ROSAT Catalog WFC 2RE Sources
public,rotxraycat,Stars with Rotation Periods & X-Ray Luminosities Catalog
public,roxa,ROXA (Radio-Optical-X-ray at ASDC) Blazars Catalog
public,rrs8c38mhz,8C Revised Rees Survey 38-MHz Source Catalog
public,rssgrbag,Radio-Selected Gamma-Ray Burst Afterglow Catalog
public,rt9cc15ghz,9C Continued 15-GHz Ryle Telescope Survey of VSA Fields Source C
public,rtv9c15ghz,9C 15-GHz Ryle Telescope Survey of VSA Fields Source Catalog
public,s254258cxo,S254-S258 Star-Forming Region Chandra X-Ray Point Source Catalog
public,sa57xmm,Selected Area 57 XMM-Newton X-Ray Source Catalog
public,sacshpscat,Swift AGN & Cluster Survey (SACS) Hard-Band (2-10 keV) Point Sou
public,sacssescat,Swift AGN & Cluster Survey (SACS) Soft-Band (0.5-2 keV) Extended
public,sacsspscat,Swift AGN & Cluster Survey (SACS) Soft-Band (0.5-2 keV) Point So
public,sacstpscat,Swift AGN & Cluster Survey (SACS) Total-Band (0.2-10 keV) Point
public,sacy,SACY (Search for Associations Containing Young Stars) Catalog
public,saisncat,Sternberg Astronomical Institute Catalog of Supernovae
public,sao,Smithsonian Astrophysical Observatory Star Catalog
public,sas2maps,SAS-2 Map Product Catalog
public,sas2raw,SAS-2 Photon Events Catalog
public,sas3ylog,SAS-3 Y-Axis Pointed Obs Log
public,sax2to10,BeppoSAX 2-10 keV Survey
public,saxao,BeppoSAX Approved Pointings
public,saxgrbmgrb,BeppoSAX/GRBM Gamma-Ray Burst Catalog
public,saxhellas,BeppoSAX High-Energy Large Area Survey (HELLAS) X-Ray Source Cat
public,saxhellasr,BeppoSAX High-Energy Large Area Survey (HELLAS) Radio Source Cat
public,saxnfilog,BeppoSAX NFI Archive and Observation Log
public,saxwfccat,BeppoSAX Wide Field Camera X-Ray Source Catalog
public,saxwfccat2,BeppoSAX Wide Field Camera Unbiased X-Ray Source Catalog
public,saxwfclog,BeppoSAX WFC Observation Log
public,sborbitcat,Spectroscopic Binary Orbits Ninth Catalog (Dynamic Version)
public,sbsggencat,Second Byurakan Survey General Catalog Galaxies Optical Database
public,scubafemoc,SCUBA Legacy Fundamental and Extended Map Object Catalogs
public,sdssbalqs2,Sloan Digital Sky Survey Broad Absorption Line Quasars Catalog:
public,sdssbalqso,Sloan Digital Sky Survey Broad Absorption Line Quasars Catalog:
public,sdsscvcat,Sloan Digital Sky Survey I/II Cataclysmic Variables Catalog
public,sdsscxoqso,Sloan Digital Sky Survey Quasars Detected by Chandra
public,sdssdr10wd,Sloan Digital Sky Survey DR10 New White Dwarf Catalog
public,sdssdr7wd,Sloan Digital Sky Survey DR7 White Dwarf Catalog
public,sdsslasqso,Sloan Digital Sky Survey/UKIRT DSS Large Area Survey Matched Qua
public,sdssnbckde,SDSS NBCKDE Catalog of Photometrically Selected Quasar Candidate
public,sdssnbcqsc,Sloan Digital Sky Survey NBC Quasar Candidate Catalog
public,sdssquasar,Sloan Digital Sky Survey Quasar Catalog (Twelfth Data Release: D
public,sdsss82cxo,Sloan Digital Sky Survey Stripe 82 Chandra Source Match Catalog
public,sdsss82xmm,Sloan Digital Sky Survey Stripe 82 XMM-Newton Source Match Catal
public,sdssunuqsr,Sloan Digital Sky Survey Unusual Quasars Catalog
public,sdsswdsd,Sloan Digital Sky Survey DR4 White Dwarf & Hot Subdwarf Catalog
public,sdsswhlgc,Sloan Digital Sky Survey DR6 Galaxy Clusters Catalog
public,sdssxmmqso,Sloan Digital Sky Survey (DR5)/XMM-Newton Quasar Survey Catalog
public,selhcgcxo,Selected Hickson Compact Groups Chandra X-Ray Point Source Catal
public,sfgalhmxb,Star-Forming Galaxies High-Mass X-Ray Binaries Catalog
public,sfincspcm,Star Formation in Nearby Clouds (SFiNCs) Probable Cluster Member
public,sfincsxray,Star Formation in Nearby Clouds (SFiNCs) X-Ray Source Catalog
public,sgraregcsc,Sgr A* Region Compact Radio Source Catalog
public,shk,Shakbazian Compact Groups of Galaxies
