schema_name,table_name,description
public,shkgalaxy,Shakhabazian (Shk) Compact Groups of Galaxies: Individual Galaxi
public,sigorixmm,Sigma Orionis Cluster XMM-Newton X-Ray Point Source Catalog
public,sixdfgs,6dFGS Galaxy Survey Final Redshift Release Catalog
public,sixsrvycat,Swift-INTEGRAL X-Ray (SIX) Survey Catalog
public,smc1400mhz,Small Magellanic Cloud ATCA and Parkes 1400-MHz Source Catalog
public,smc4800mhz,Small Magellanic Cloud ATCA 4800-MHz Source Catalog
public,smc843mhz,Small Magellanic Cloud MOST 843-MHz Source Catalog
public,smc8640mhz,Small Magellanic Cloud ATCA 8640-MHz Source Catalog
public,smcclustrs,SMC & Bridge Clusters Catalog
public,smcdfscxo,Small Magellanic Cloud Deep Fields X-Ray Point Source Catalog
public,smcpscxmm,Small Magellanic Cloud XMM-Newton Point Source Catalog
public,smcradio,Small Magellanic Cloud ATCA Radio Continuum Sources
public,smcrosxray,ROSAT PSPC Survey of the Small Magellanic Cloud
public,smcrosxry2,ROSAT PSPC Catalog of SMC X-Ray Sources (Haberl et al.)
public,smcstars,SMC Probable Member Stars Catalog
public,smcstars2,SMC H-Alpha Emission Stars/Nebulae
public,smcwingcxo,Small Magellanic Cloud Wing Survey Chandra X-Ray Point Source Ca
public,smcxray,SMC X-Ray Discrete Sources
public,smmgrs,GRS Gamma-Ray Bursts
public,snrgreen,Green Catalog of Galactic SNRs (June 2017 Version)
public,spass2p3gh,S-PASS (S-Band Polarization All-Sky Survey) 2.3-GHz Source Catal
public,spicescxo,SPICES Lynx Field Chandra X-Ray Source Catalog
public,spidersros,SDSS-IV/SPIDERS ROSAT-Based X-Ray Point Source Spectroscopic Cat
public,spidersxmm,SDSS-IV/SPIDERS XMM-Based X-Ray Point Source Spectroscopic Catal
public,spitzmastr,Spitzer Space Telescope Observation Log
public,sporiabyso,Spitzer Survey of Orion A and B Molecular Clouds YSOs Catalog
public,sptmm87sd,South Pole Telescope 87-Square Degree Survey Millimeter Source C
public,sptszgalcl,South Pole Telescope-Sunyarv-Zeldovich (SPT-SZ) Survey Catalog
public,sptszspsc,South Pole Telescope Sunyaev-Zeldovich Survey Point Source Catal
public,ssa22cxo,SSA22 Field Chandra X-Ray Point Source Catalog
public,sss,Einstein SSS Spectra and Lightcurves
public,sssraw,Einstein SSS and MPC Raw Data
public,sterngrb,Stern et al. (2001) BATSE Gamma-Ray Burst Catalog
public,subpfclog,Subaru Prime Focus Camera (Suprime-Cam) Exposures Log
public,sumss,Sydney University Molonglo Sky Survey (SUMSS) Source Catalog
public,suzakuwam,Suzaku Wide-Band All-Sky Monitor (WAM) Catalog of Event Lightcur
public,suzamaster,Suzaku Master Catalog
public,suzaxislog,Suzaku XIS Configuration Log
public,swbat105m,Swift-BAT 105-Month All-Sky Hard X-Ray Survey
public,swbat157m,Swift-BAT 157-Month All-Sky Hard X-Ray Survey
public,swbatagn60,Swift BAT 60-Month Survey of Active Galactic Nuclei Catalog
public,swbatmontr,Swift BAT Transient Monitoring Catalog
public,swbatsfxt,Swift BAT 100-Month Supergiant Fast X-Ray Transient Catalog
public,swif1swxrt,The Seven-Year Swift-XRT Point Source Catalog (1SWXRT)
public,swift2sxps,Swift-XRT Point Source Catalog (2SXPS)
public,swiftbalog,Swift BAT Instrument Log
public,swiftft,Swift Serendipitous Survey in Deep XRT GRB Fields (SwiftFT)
public,swiftgrb,Swift Gamma Ray Bursts Catalog
public,swiftgrbba,Swift Gamma Ray Burst Compilation by Burst Advocate
public,swiftguano,Swift Gamma-ray Urgent Archiver for Novel Opportunities (GUANO)
public,swiftlsxps,Swift-XRT Living Point Source Catalog (LSXPS)
public,swiftmastr,Swift Master Catalog
public,swifttdrss,Swift TDRSS Messages
public,swiftuvlog,Swift UVOT Instrument Log
public,swiftxrlog,Swift XRT Instrument Log
public,swirecxo,Spitzer Wide-Area IR Extra-Galactic Survey Chandra X-Ray Sources
public,swirelhcxo,SWIRE/Chandra Lockman Hole Field X-Ray Source Catalog
public,swsdssqso,"Swift Simultaneous UV, Optical, and X-Ray Observed Quasar Catalo"
public,swuvotssc,"Swift/UVOT Serendipitous Source Catalog, v1.1"
public,swuvotssob,"Swift/UVOT Serendipitous Source Catalog, v1.1: Observations IDs"
public,swxcscat,Swift X-Ray Telescope Cluster Survey Catalog
public,swxcsoxid,Swift X-Ray Telescope Cluster Survey Cross-Correlation Catalog
public,swxrt1fgl,Swift XRT Counterparts to Unidentified 1FGL Sources
public,sxdscat,Subaru/XMM-Newton Deep Survey X-Ray Source List
public,symbiotics,Symbiotic Stars Catalog
public,sza31ghz,Sunyaev-Zeldovich Array 31-GHZ Radio Source Catalog
public,tartarus,Tartarus: Reduced ASCA AGN Data (Version 3.1)
public,taurusxmm,Taurus Molecular Cloud XMM-Newton X-Ray Source Catalog
public,td1,TD1 Stellar Ultraviolet Fluxes Catalog
public,tevcat,TeV Gamma-Ray Source Catalog
public,texas,Texas Survey of Radio Sources at 365 MHz
public,tgs,EXOSAT TGS L and R Orders
public,tgs2,EXOSAT TGS Spectra and Lightcurves
public,tramisuboo,Two-Meter Radio Mini Survey (T-RaMiSu) of the Bootes Field
public,trifidcxo,Trifid Nebula (M 20) Chandra X-Ray Point Source Catalog
public,twodfqsoz,2dF QSO Redshift (2QZ) Survey
public,twomassrsc,2MASS Redshift Survey (2MRS) Catalog
public,twosigma,Einstein Two-Sigma Catalog
public,tycho2,Tycho-2 Catalog of the 2.5 Million Brightest Stars
public,uc7c151mhz,7C Catalog 151-MHz Survey Final Unified Source Catalog
public,ugc,Uppsala General Catalog of Galaxies
public,uhuru4,Uhuru Fourth (4U) Catalog
public,uit,Ultraviolet Imaging Telescope Near-UV Bright Objects Catalog
public,uitmaster,Ultraviolet Imaging Telescope Master Catalog
public,ulxngcat,Ultraluminous X-Ray Sources in Nearby Galaxies Catalog
public,ulxrbcat,Ultraluminous X-Ray Sources in External Galaxies Catalog
public,upprscoxmm,Upper Sco XMM-Newton X-Ray Point Source Catalog
public,uvotbscat,UVOT Bright Star Catalog
public,uvqs,UV-Bright Quasar Survey (UVQS) DR1 Catalog
public,uzc,Updated Zwicky Catalog
public,vela5b,Vela 5B All-Sky Monitor Lightcurves
public,verimaster,VERITAS Source Catalog
public,veroncat,"Veron Catalog of Quasars & AGN, 13th Edition"
public,vla23901p4,VLA A2390 Cluster of Galaxies 1.4-GHz Source Catalog
public,vla3701p4,VLA A370 Cluster of Galaxies 1.4-GHz Source Catalog
public,vla74mhzdp,VLA 74-MHz Deep High-Resolution Survey Source Catalog
public,vlacdfscat,VLA Survey of Chandra Deep Field South
public,vlacomacat,VLA Coma Cluster of Galaxies 1.4-GHz Source Catalog
public,vlacos324m,VLA-COSMOS Survey 324-MHz Continuum Source Catalog
public,vlacos3ghz,VLA-COSMOS 3-GHz Large Project Source Catalog
public,vlacosmjsc,VLA-COSMOS Project 1.4-GHz Joint Source Catalog
public,vlacosmos,VLA-COSMOS Large Project 1.4-GHz Source Catalog
public,vlacosxoid,VLA-COSMOS 3-GHz Large Project Multiwavelength Counterparts Cata
public,vlaecdfs1p4,VLA Extended-Chandra Deep Field-South 1.4-GHz Source Catalog
public,vlaecdfscls,VLA Extended-Chandra Deep Field-South Classification Catalog
public,vlaecdfsoi,VLA Extended-Chandra Deep Field-South 1.4-GHz Sources Opt/IR Cou
public,vlaen20cm,"VLA ELAIS N1, N2, N3 Fields 20-cm Source Catalog"
public,vlagbsoph,VLA Goulds Belt Survey Ophiuchus Complex Source Catalog
public,vlagbsori,VLA Goulds Belt Survey Orion Complex Source Catalog
public,vlagbsper,VLA Goulds Belt Survey Perseus Region Source Catalog
public,vlagbsser,VLA Goulds Belt Survey Serpens Region Source Catalog
public,vlagbstau,VLA Goulds Belt Survey Taurus-Auriga Complex Source Catalog
public,vlagoodsn,VLA GOODS-North Field 1.4-GHz Source Catalog
public,vlahdf20cm,VLA Hubble Deep Field 20-cm Source Catalog
public,vlalh1400m,VLA Lockman Hole 1400-MHz Radio Source Catalog
public,vlalhn3ghz,VLA Lockman Hole 3-GHz Radio Source Catalog
public,vlam311p4g,VLA M 31 1.4-GHz Source Catalog
public,vlam31325m,VLA M 31 325-MHz Source Catalog
public,vlanep,VLA 1.5-GHz North Ecliptic Pole Survey
public,vlaonccat,VLA Orion Nebula Cluster Compact Source Catalog
public,vlasdf20cm,VLA SWIRE Deep Field 20-cm Source Catalog
public,vlasdf90cm,VLA SWIRE Deep Field 90-cm Source Catalog
public,vlass821p4,VLA SDSS Stripe 82 Survey 1.4-GHz Source Catalog
public,vlasxdf1p4,VLA Subaru/XMM-Newton Deep Field 1.4-GHz Source Catalog
public,vlasxdfoid,VLA Subaru/XMM-Newton Deep Field 1.4-GHz Sources Optical/Near-IR
public,vlaxl325mh,VLA XMM Large Scale Structure Field 325-MHz Source Catalog
public,vlaxl74mhz,VLA XMM Large Scale Structure Field 74-MHz Source Catalog
public,vlssr,VLA Low-Frequency Sky Survey Redux Source Catalog
public,vlulxcat,Extremely Luminous X-Ray Source Candidates Catalog
public,vvds20cm,VLA-VIRMOS Deep Field 20-cm Source Catalog
public,w2ragncat,WISE/2MASS/RASS (W2R) AGN Sample Catalog
public,w40sfrcxo,W 40 Star-Forming Region Chandra X-Ray Point Source Catalog
public,wackerling,Wackerling Catalog of Early-Type Emission-Line Stars
public,warps,"Wide Angle ROSAT Pointed Survey, First Phase (WARPS-I)"
public,warps2,"Wide Angle ROSAT Pointed Survey, Second Phase (WARPS-II) Cluster"
public,wbhgp20cm,New Catalog of Compact 20cm Sources in the Galactic Plane
public,wbhgp6cm,New Catalog of Compact 6cm Sources in the Galactic Plane
public,wbl,WBL Poor Galaxy Clusters Catalog (White et al. 1999)
public,wblgalaxy,WBL Individual Galaxies Data Catalog (White et al. 1999)
public,wd1cxo,Westerlund 1 Chandra X-Ray Point Source Catalog
public,wds,Washington Double Star Catalog
public,wenss,Westerbork Northern Sky Survey
public,wfcpoint,ROSAT Archival WFC EUV Data
public,wgacat,ROSAT Catalog PSPC WGA Sources
public,wibrals,WISE Blazar-like Radio-Loud Source (WIBRaLS) Catalog
public,wisehspcat,2WHSP Catalog of High Synchrotron Peaked Blazars and Candidates
public,wish,Westerbork in the Southern Hemisphere (WISH) Source Catalog
public,wmapcmbfps,WMAP Nine-Year CMB-Free QVW Point Source Catalog
public,wmapitnpts,WMAP 7-Year Internal Templates and Needlets New Source Catalog
public,wmapptsrc,WMAP Nine-Year Five-Band Point Source Catalog
public,woodebcat,Wood Interacting Binaries Catalog
public,woolley,Woolley Catalog of Stars within 25 Parsecs
public,wrcat,The VIIth Catalog of Galactic Wolf-Rayet Stars
public,wsrt20anep,AKARI NEP WSRT 20-cm Source Catalog
public,wsrtgp,WSRT Galactic Plane Compact 327-MHz Source Catalog
public,xbootes,XBOOTES: NDWFS Bootes Field X-Ray Point Source Catalog
public,xbootesoid,XBOOTES: NDWFS Bootes Field Optical & Near IR Counterparts
public,xcopraw,Copernicus X-Ray Observations
public,xcs,"XMM-Newton Cluster Survey Catalog, DR1 Version"
public,xdeep2,DEEP2 Galaxy Redshift Survey Fields Chandra Point Source Catalog
public,xlcalmastr,XL-Calibur Master Catalog
public,xmdsvvds4s,XMM-Newton Medium Deep Survey/VIRMOS VLT Deep Survey 4-Sigma Cat
public,xmmao,XMM-Newton Accepted Targets
public,xmmatlas,XMM-Newton Survey Catalog in the Herschel-ATLAS Field
public,xmmbss,XMM-Newton Bright Serendipitous Survey
public,xmmbssagn,XMM-Newton Bright Serendipitous Survey: AGN X-Ray Spectral Prope
public,xmmcdfs210,XMM-Newton Deep Survey in the CDF-S 2-10 keV Source Catalog
public,xmmcdfs510,XMM-Newton Deep Survey in the CDF-S 5-10 keV Source Catalog
public,xmmcfrscat,XMM-Newton/Canada-France Redshift Survey Fields X-Ray Sources
public,xmmcfrsoid,XMM-Newton/Canada-France Redshift Survey Fields Optical Identifi
public,xmmcosmagn,XMM-COSMOS Catalog of X-Ray Selected Type 1 AGN
public,xmmcosmoid,XMM-COSMOS Catalog of Optical/IR Counterparts
public,xmmcosmos,XMM-Newton COSMOS X-Ray Point Source Catalog
public,xmmcphotz,XMM-Newton COSMOS (XMM-COSMOS) Survey Photometric Redshift Catal
public,xmmcty2agn,XMM-COSMOS X-Ray Selected Type-2 AGN
public,xmmgps,XMM-Newton Galactic Plane Survey - XGPS
public,xmmlss,XMM-Newton Large-Scale Structure X-Ray Source Catalog
public,xmmlss10ks,XMM-Newton Large-Scale Structure Uniform 10-ksec Exposure X-Ray
public,xmmlssclas,XMM-Newton Large-Scale Structure Optical Counterparts and Redshi
public,xmmlssdeep,XMM-Newton Large-Scale Structure Deep Full-Exposure X-Ray Source
public,xmmlssoid,XMM-Newton Large-Scale Structure Optical Identifications Catalog
public,xmmmaster,XMM-Newton Master Log & Public Archive
public,xmmobstars,XMM-Newton OB Stars Catalog
public,xmmomcat,XMM-Newton OM Object Catalog
public,xmmomcdfs,XMM-Newton Optical Monitor Chandra Deep Field-South UV Catalog
public,xmmomsuob,"XMM-Newton Optical Monitor SUSS Catalog, v6.1: Observation IDs"
public,xmmomsuss,XMM-Newton Optical Monitor Serendipitous UV Source Survey Catalo
public,xmmsdssgce,2XMMi/SDSS Galaxy Cluster Survey Extension
public,xmmsdssgcs,2XMMi/SDSS Galaxy Cluster Survey
public,xmmslewcln,"XMM-Newton Slew Survey Clean Source Catalog, v3.1"
public,xmmslewegs,XMM-Newton Slew Survey Extragalactic Sample
public,xmmslewful,"XMM-Newton Slew Survey Full Source Catalog, v3.1"
public,xmmssc,XMM-Newton Serendipitous Source Catalog: 5XMM-DR15 Version
public,xmmsscgps,XMM-Newton Survey Science Center Survey of the Galactic Plane
public,xmmssclwbd,XMM-Newton 2XMMi-DR3 Selected Source Detections Catalog
public,xmmssclwbs,XMM-Newton 2XMMi-DR3 Selected Source Classifications Catalog
public,xmmstack,XMM-Newton Serendipitous Source Catalog: 5XMM-DR15 Full (Stacked
public,xmmstackob,XMM-Newton Serendipitous Source Catalog: 5XMM-DR15 Stacked Obser
public,xmmt2flare,2XMM Flares Detected from Tycho-2 Stars
public,xmmvaragn,Ensemble X-Ray Variability of AGN in 2XMMi-DR3
public,xmmxassist,XMM-Newton XAssist Source List
public,xms,XMM-Newton Medium Sensitivity Survey (XMS) Source Catalog
public,xray,Master X-Ray Catalog
public,xrayselbll,X-Ray Selected BL Lac Objects Catalog
public,xrbcat,X-Ray Binaries Catalog
public,xrismmastr,XRISM Master Catalog
public,xshzagncxo,X-Ray Selected High-z AGN Catalog
public,xteao,XTE Proposal Info & Abstracts
public,xteasmlong,XTE All-Sky Monitor Long-Term Observed Sources
public,xteassagn,XTE All-Sky Slew Survey AGN Catalog
public,xteasscat,XTE All-Sky Slew Survey Catalog
public,xteindex,XTE Target Index Catalog
public,xtemaster,XTE Master Catalog
public,xtemlcat,XTE Mission-Long Source Catalog
public,xteslew,XTE Archived Public Slew Data
public,xwas,XMM-Newton Wide Angle Survey
public,zcat,CfA Redshift Catalog (June 1995 Version)
public,zwclusters,Zwicky Clusters
public,zzbib,METADATA: Bibliography Codes
